Ownership,Board,Year of Establishment,Co-Ed Status,Campus Size,Campus Type,Class,Boarding,Infrastructure,Safety and Security,Advanced Facilities,Extra Curricular,Sports and Fitness,Lab,Disabled Friendly,hall_of_fame,gallery,address,email,website,phone_no,school_name,school_image,class_offered,sf_ratio
Private,NA,1984,Co-Education,NA,Urban,[],[],"['Library/Reading Room', 'Playground']",[],['Medical Room'],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']",['Computer Lab'],['Ramps'],[],[],"B-7, East Vinod Nagar, Vinod Nagar, East Delhi, 110091","011-65283515,011-22784121,9990284775",,,Rajdhani Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 8,30:1
Private,CBSE,1985,Co-Education,4 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Alumni Association', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Drama', 'Music', 'Picnics and excursion']","['Gym', 'Indoor Sports', 'Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab']",['Washrooms'],[],"['https://images.uniapply.com/uploads/college/image/500/2172/East_Point_School_1150_Building_3_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/East_Point_School_1150_Building_2_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/East_Point_School_1150_Building_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/East_Point_School_1150_Badminton_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/East_Point_School_1150_Campus_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/East_Point_School_1150_Court_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/East_Point_School_1150_Computer_Lab_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/East_Point_School_1150_Laboratory_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/East_Point_School_1150_Playground_9.jpg']","FC-26, Dallupura, Vasundhara Enclave, East Delhi, 110096",contactus@eastpointschooldelhi.edu.in,http://www.eastpointschooldelhi.edu.in/,"011-22621187,011-22621411,011-21200352,9818556554,9810380080",East Point School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,18:1
Private,CBSE,1989,Co-Education,1.59 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Alumni Association', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Drama', 'Gardening', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab']",['Washrooms'],"['The Best e-School Award for World Education Summit by Elets, NCERT, Kendriya Vidyalaya Sangathan, UNESCO, AICTE']","['https://images.uniapply.com/uploads/college/image/500/2172/DAV_Public_School_1145_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/DAV_Public_School_1145_Assembly_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/DAV_Public_School_1145_Front_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/DAV_Public_School_1145_Ground_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/DAV_Public_School_1145_Laboratory_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/DAV_Public_School_1145_Library_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/DAV_Public_School_1145_Main_Gate_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/DAV_Public_School_1145_Primary_Classes_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/DAV_Public_School_1145_Yoga_9.jpg']","C-Block, Sreshtha Vihar, Anand Vihar, East Delhi, 110092",davsvd@hotmail.com,http://davsreshtha.com/,"011-22144102,011-22153874",DAV Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,20:1
Private,NA,NA,Co-Education,NA,Urban,[],[],['Library/Reading Room'],[],['Medical Room'],"['Art and Craft', 'Dance', 'Drama', 'Music', 'Picnics and excursion']",[],[],[],[],[],"B6, Gharoli Main Road, Near Dr. Ambedkar Park, Village, Rajbir Colony, Mayur Vihar Phase 3, East Delhi, 110096",,,,Karan Swaroop Memorial School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 5,NA
Private,CBSE,2002,Co-Education,1 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2172/Vanasthali_Public_School_Mayur_Vihar_Phase_3_57_1184_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Vanasthali_Public_School_Mayur_Vihar_Phase_3_57_1184_Annual_Function_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Vanasthali_Public_School_Mayur_Vihar_Phase_3_57_1184_Campus_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Vanasthali_Public_School_Mayur_Vihar_Phase_3_57_1184_Classroom_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Vanasthali_Public_School_Mayur_Vihar_Phase_3_57_1184_Event_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Vanasthali_Public_School_Mayur_Vihar_Phase_3_57_1184_Play_Ground_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Vanasthali_Public_School_Mayur_Vihar_Phase_3_57_1184_Saluting_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Vanasthali_Public_School_Mayur_Vihar_Phase_3_57_1184_Yoga_8.jpg']","A-461,462,  Near Ruchika Petrol Pump, Mayur Vihar Phase 3, East Delhi, 110096",principalvanasthalisss@yahoo.co.in,https://www.vpsphase3.com/index.php,"011-42316717,011-22628270",Vanasthali Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 12,23:1
Private,CBSE,1993,Co-Education,1.06 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2180/Chhoturam_Public_School_1418_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Chhoturam_Public_School_1418_Assembly_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Chhoturam_Public_School_1418_Cultural_Program_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Chhoturam_Public_School_1418_Campus_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Chhoturam_Public_School_1418_Classroom_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Chhoturam_Public_School_1418_Computer_Lab_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Chhoturam_Public_School_1418_Construction_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Chhoturam_Public_School_1418_Exhibition_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Chhoturam_Public_School_1418_Function_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Chhoturam_Public_School_1418_Infrastructure_10.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Chhoturam_Public_School_1418_Library_11.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Chhoturam_Public_School_1418_Medical_Room_12.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Chhoturam_Public_School_1418_Playground_13.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Chhoturam_Public_School_1418_Silver_Jubilee_14.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Chhoturam_Public_School_1418_Sports_15.jpg']","Opposite Bank Of India Main Road, Bakhtawarpur, North West Delhi, 110036","crpsdelhi@yahoo.com,hyadav.kumar71@gmail.com,info@crpsdelhi.in",http://crpsdelhi.in,011-27722507,Chhoturam Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,29:1
Private,CBSE,2001,Co-Education,1 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],"['Alumni Association', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Drama', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Karate']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2186/Panchsheel_Public_School_1386_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Panchsheel_Public_School_1386_Activity_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Panchsheel_Public_School_1386_Annual_Day_Celebration_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Panchsheel_Public_School_1386_Event_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Panchsheel_Public_School_1386_Music_class_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Panchsheel_Public_School_1386_Prayer_Assembly_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Panchsheel_Public_School_1386_Rakhabandhan_Celebration_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Panchsheel_Public_School_1386_Republic_day_Celebration_8.jpg']","H-Block, Hari Nagar Extension, Jaitpur, Badarpur, South East Delhi, 110044","info@panchsheelschool.com,cmpanchsheel@gmail.com",http://panchsheelschool.com/new/,"9910038384,9810566454",Panchsheel Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,23:1
Private,CBSE,1994,Co-Education,0.8 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",[],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2186/Cosmos_Public_School_1374_Activity_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Cosmos_Public_School_1374_Classroom_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Cosmos_Public_School_1374_Event_2_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Cosmos_Public_School_1374_Event_1_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Cosmos_Public_School_1374_Event_5.jpg']","B-226 Gyan Mandir Road, Jaitpur Extension, Ekta Vihar, Badarpur, South East Delhi, 110044",info@cosmosbadarpur.in,https://www.cosmosektavihar.com/,"011-3260 5506,9718705136",Cosmos Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,22:1
Private,CBSE,2007,Girls only,1.8 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Drama', 'Gardening', 'Music', 'Picnics and excursion']","['Skating', 'Gym', 'Indoor Sports', 'Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms', 'Elevators']",[],"['https://images.uniapply.com/uploads/college/image/500/2188/Queens_Valley_School_4352_Building_2_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Queens_Valley_School_4352_Building1_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Queens_Valley_School_4352_Building_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Queens_Valley_School_4352_Classroom_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Queens_Valley_School_4352_Library_UA_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Queens_Valley_School_4352_Skating_UA_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Queens_Valley_School_4352_Sports_UA_7.jpg']","Phase 1, Sector 8, Dwarka, South West Delhi, 110077",info@queensvalley.in,https://queensvalleyschool.in/,"011-25365145,011-25365146,9599433408,9599533408",Queen’s Valley School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,33:1
Private,CBSE,NA,Co-Education,0.5 Acre,Urban,['Smart Classes'],[],"['Library/Reading Room', 'Playground']",[],[],"['Art and Craft', 'Dance', 'Debate', 'Drama', 'Music']",['Outdoor Sports'],"['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2188/Adarsh_Shri_Ram_Vidya_Mandir_4372_Building_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Adarsh_Shri_Ram_Vidya_Mandir_4372_Classroom_UA_2.jpg']","Chetan Vihar, Gopal Nagar, Near Rail Factory, Gopal Nagar Extension, Najafgarh, South West Delhi, 110043",asrvmps@gmail.com,http://www.asrvmps.com/,9718707880,Adarsh Shri Ram Vidya Mandir,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 10,NA
Private,CBSE,2008,Co-Education,NA,Urban,['Smart Classes'],[],"['Library/Reading Room', 'Playground']",[],['Transportation'],[],['Outdoor Sports'],"['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2180/A_One_International_Public_School_3377_Building_1_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/A_One_International_Public_School_3377_Building_2_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/A_One_International_Public_School_3377_Building_UA_3.jpg']","Block B 1, Phase 1, Inder Enclave, Nithari, North West Delhi, 110086",aoneinternationalpublicschool@gmail.com,http://aoneinternationalpublicschool.com/,"9312658395,9810519867",A One International Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,NA
Private,NA,NA,Co-Education,NA,NA,[],[],['Playground'],[],[],[],"['Outdoor Sports', 'Yoga']",[],[],[],"['https://images.uniapply.com/uploads/college/image/500/2188/Mother_Mary_Public_School_3390_Building_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Mother_Mary_Public_School_3390_Activity_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Mother_Mary_Public_School_3390_Yoga_UA_3.jpg']","Phase 5, Near Kali Mandir and Farm No. 8, Aya Nagar, South West Delhi, 110047",mothermarypublicschool@gmail.com,http://www.mmpsayanagar.in/,9773619981,Mother Mary Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 8,NA
Private,NA,1988,Co-Education,NA,Urban,['Smart Classes'],[],"['Library/Reading Room', 'Playground']",[],[],"['Art and Craft', 'Dance', 'Debate', 'Music']","['Indoor Sports', 'Outdoor Sports']",['Computer Lab'],[],[],"['https://images.uniapply.com/uploads/college/image/500/2184/Arya_Public_School_4356_Computer_Lab_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Arya_Public_School_4356_Karate_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Arya_Public_School_4356_Library_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Arya_Public_School_4356_Music_class_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Arya_Public_School_4356_Play_Area_1_UA_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Arya_Public_School_4356_Play_Area_UA_6.jpg']","Maharishi Dayanand Marg, Shivalik Colony, Malviya Nagar, South Delhi, 110017",arya.public@yahoo.com,http://www.aryapublicschool.net/,011-41617157,Arya Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,21:1
Private,CBSE,1987,Co-Education,3.6 Acres,NA,"['Smart Classes', 'Wifi']",[],"['Auditorium/Media Room', 'Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Dance', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab']",['Washrooms'],[],"['https://images.uniapply.com/uploads/college/image/500/2186/Balvantray_Mehta_Vidya_Bhawan_3405_Building_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Balvantray_Mehta_Vidya_Bhawan_3405_Classroom_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Balvantray_Mehta_Vidya_Bhawan_3405_Event1_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Balvantray_Mehta_Vidya_Bhawan_3405_Event_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Balvantray_Mehta_Vidya_Bhawan_3405_Lab_UA_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Balvantray_Mehta_Vidya_Bhawan_3405_Library_UA_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Balvantray_Mehta_Vidya_Bhawan_3405_Playground_UA_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Balvantray_Mehta_Vidya_Bhawan_3405_Trip_UA_8.jpg']","Greater Kailash 2, South East Delhi, 110048",scbasma11@hotmail.com,https://www.bmvbasma.edu.in/,"011-29221798,011-29228815,011-29229922",Balvantray Mehta Vidya Bhawan,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,18:1
Private,CBSE,1995,Co-Education,NA,Urban,[],[],[],[],[],"['Dance', 'Music']",['Yoga'],[],[],[],"['https://images.uniapply.com/uploads/college/image/500/2180/DAV_Public_School_3531_Building_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/DAV_Public_School_3531_Art_and_craft_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/DAV_Public_School_3531_Classroom_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/DAV_Public_School_3531_Event_2_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/DAV_Public_School_3531_Event_UA_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/DAV_Public_School_3531_Sports_1_UA_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/DAV_Public_School_3531_Sports_UA_7.jpg']","39 H. No, 1171, Ishwar Colony, Bawana, North West Delhi, 110039",bawanadav@gmail.com,http://davpsbawana.com/,011-27751423,DAV Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 10,23:1
Private,CBSE,1996,Co-Education,NA,Urban,['Smart Classes'],[],['Library/Reading Room'],[],[],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Karate', 'Yoga']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2186/Gods_Grace_School_3393_Building_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Gods_Grace_School_3393_Computer_Lab_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Gods_Grace_School_3393_Indoor_Game_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Gods_Grace_School_3393_Picnic_1_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Gods_Grace_School_3393_Picnic_UA_5.jpg']","Abul Fazal Enclave, D Block, Abu Fazal Enclave, New Friends Colony, South East Delhi, 110025",info@godgraces.org,http://godgraces.org/,"011-26957128,011-26947031",God's Grace School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 10,NA
Private,State board,2005,Co-Education,NA,Rural,[],[],"['Library/Reading Room', 'Playground']",[],[],"['Art and Craft', 'Dance', 'Music']",['Outdoor Sports'],['Computer Lab'],['Ramps'],[],"['https://images.uniapply.com/uploads/college/image/500/2178/Sona_Public_School_3373_Class_Room_1_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Sona_Public_School_3373_Class_Room_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Sona_Public_School_3373_Dance_UA_3.jpg']","Khasra No 165, Main Road, Chauhan Patti, Karawal Nagar, North East Delhi, 110094",http://www.sonapublic.com/,9810996453,,Sona Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,NA
