Ownership,Board,Year of Establishment,Co-Ed Status,Campus Size,Campus Type,Class,Boarding,Infrastructure,Safety and Security,Advanced Facilities,Extra Curricular,Sports and Fitness,Lab,Disabled Friendly,hall_of_fame,gallery,address,email,website,phone_no,school_name
Private,CBSE,2004,Co-Education,2.4 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Auditorium/Media Room', 'Library/Reading Room', 'Playground']","['CCTV', 'GPS Bus Tracking App']","['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Drama', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab', 'Robotics Lab']","['Ramps', 'Washrooms', 'Elevators']",[],"['https://images.uniapply.com/uploads/college/image/500/2184/Amrita_Vidyalayam_1087_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Amrita_Vidyalayam_1087_AV_Room_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Amrita_Vidyalayam_1087_Entrance_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Amrita_Vidyalayam_1087_Function_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Amrita_Vidyalayam_1087_Ground_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Amrita_Vidyalayam_1087_Infra_2_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Amrita_Vidyalayam_1087_Infra_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Amrita_Vidyalayam_1087_Music_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Amrita_Vidyalayam_1087_Room_9.jpg']","23/42A, Sector 7, Pushp Vihar, South Delhi, 110017",amrita.vidyalayam@gmail.com,http://amritavidyalayam-delhi.com/,"011-29561744,011-29561363",Amrita Vidyalayam
Private,CBSE,1957,Co-Education,2.6 Acres,Urban,"['AC Classes', 'Smart Classes', 'Wifi']",[],"['Auditorium/Media Room', 'Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Drama', 'Music', 'Picnics and excursion']","['Gym', 'Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2186/Bluebells_School_International_1890_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Bluebells_School_International_1890_Activity_1_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Bluebells_School_International_1890_Activity_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Bluebells_School_International_1890_Event_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Bluebells_School_International_1890_Ground_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Bluebells_School_International_1890_Library_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Bluebells_School_International_1890_Science_Lab_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Bluebells_School_International_1890_Smartclass_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Bluebells_School_International_1890_Sports_1_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Bluebells_School_International_1890_Sports_10.jpg']","Lala Lajpat Rai Road, Opposite Lady Shriram College, C-Block, Kailash Colony, Greater Kailash, South East Delhi, 110048",contactus@bluebellsinternational.com,http://www.bluebellsinternational.com/,"011-29232963,011-29235679",Bluebells School International
Private,CBSE,1949,Co-Education,15 Acres,Urban,"['Smart Classes', 'Wifi']","['Boys Hostel', 'Girls Hostel']","['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Alumni Association', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music', 'Picnics and excursion']","['Gym', 'Indoor Sports', 'Outdoor Sports', 'Swimming Pool']","['Computer Lab', 'Science Lab', 'Robotics Lab']","['Ramps', 'Washrooms', 'Elevators']",[],"['https://images.uniapply.com/uploads/college/image/500/2186/Delhi_Public_School_Sundar_Nagar_30_1401_Building_2_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Delhi_Public_School_Sundar_Nagar_30_1401_Building_4_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Delhi_Public_School_Sundar_Nagar_30_1401_Building_3_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Delhi_Public_School_Sundar_Nagar_30_1401_Building_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Delhi_Public_School_Sundar_Nagar_30_1401_Chemistry_Lab_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Delhi_Public_School_Sundar_Nagar_30_1401_Classrooms_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Delhi_Public_School_Sundar_Nagar_30_1401_Library_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Delhi_Public_School_Sundar_Nagar_30_1401_Pre_Primary_Wing_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Delhi_Public_School_Sundar_Nagar_30_1401_Pre_School_Activity_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Delhi_Public_School_Sundar_Nagar_30_1401_School_Activity_10.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Delhi_Public_School_Sundar_Nagar_30_1401_School_Infrastructure_11.jpg']","Mathura Road, National Zoological Park, Sundar Nagar, South East Delhi, 110003",mainoffice@dpsmathuraroad.org,https://www.dpsmathuraroad.org/,"011-43399200,011-24359638",Delhi Public School
Private,CBSE,2005,Co-Education,2.1 Acres,Urban,['Smart Classes'],[],"['Library/Reading Room', 'Playground']",[],['Transportation'],"['Art and Craft', 'Dance', 'Drama', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Karate', 'Yoga']","['Computer Lab', 'Science Lab']",['Ramps'],[],"['https://images.uniapply.com/uploads/college/image/500/2180/Delhi_Police_Public_School_3526_Building_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Delhi_Police_Public_School_3526_Activity_3_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Delhi_Police_Public_School_3526_Activity_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Delhi_Police_Public_School_3526_Computer_Lab_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Delhi_Police_Public_School_3526_Smart_Class_2_UA_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Delhi_Police_Public_School_3526_Smart_Class_UA_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Delhi_Police_Public_School_3526_Students_UA_7.jpg']","New Police Lines, Kingsway Camp, GTB Nagar, North West Delhi, 110009",dpps.2005@gmail.com,http://delhipolicepublicschool.in/index.php,8851038881,Delhi Police Public School
Private,CBSE,1983,Co-Education,6.5 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Gym', 'Indoor Sports', 'Outdoor Sports', 'Swimming Pool']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']","['‘Excellencein Education’ award by The Directorate of Education, Delhi for 100% result for the academic session 2017', 'The school has been selected as the ‘Microsoft School’ for promoting the usage of soft skills in education']","['https://images.uniapply.com/uploads/college/image/500/2184/Birla_Vidya_Niketan_1089_Building5_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Birla_Vidya_Niketan_1089_Building_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Birla_Vidya_Niketan_1089_Activity_1_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Birla_Vidya_Niketan_1089_Activity_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Birla_Vidya_Niketan_1089_Park_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Birla_Vidya_Niketan_1089_Room_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Birla_Vidya_Niketan_1089_Sports_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Birla_Vidya_Niketan_1089_Stage_8.jpg']","Lal Bahadur Shastri Marg, Government Quaters, Sector 4, Pushp Vihar, South Delhi, 110017",s.info@birla.ac.in,http://www.birla.ac.in/,"011-29578960,011-29578961",Birla Vidya Niketan
Private,NA,1983,Co-Education,NA,Urban,['Smart Classes'],[],"['Auditorium/Media Room', 'Library/Reading Room', 'Playground']",[],['Medical Room'],"['Art and Craft', 'Dance', 'Music', 'Picnics and excursion']","['Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab']",['Washrooms'],[],"['https://images.uniapply.com/uploads/college/image/500/2180/Arya_Model_School_1931_Art_and_craft_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Arya_Model_School_1931_Classroom_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Arya_Model_School_1931_Computer_lab_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Arya_Model_School_1931_event_1_1_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Arya_Model_School_1931_Library_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Arya_Model_School_1931_Music_1_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Arya_Model_School_1931_Science_lab_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Arya_Model_School_1931_Students_1_8.jpg']","Arya Samaj Road, Adarsh Nagar, North West Delhi, 110033",info@aryamodelschool.com,http://aryamodelschool.com/,"011-27673655,011-27670755",Arya Model School
Private,CBSE,2012,Co-Education,1.92 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Auditorium/Media Room', 'Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Gardening', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2180/G_D_Goenka_Public_School_1568_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/G_D_Goenka_Public_School_1568_dance_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/G_D_Goenka_Public_School_1568_Drama_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/G_D_Goenka_Public_School_1568_Football_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/G_D_Goenka_Public_School_1568_GD-Goenka-11_5.jpg']","3A, Institutional Area, Model Town Road, Phase 3, Azadpur, North West Delhi, 110009",info@gdgoenkamodeltown.com,http://gdgoenkamodeltown.com,"011-61412000,011-61412001",G.D. Goenka Public School
Private,CBSE,2003,Co-Education,2.1 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2180/Queen_Marys_School_1573_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Queen_Marys_School_1573_basketball_2_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Queen_Marys_School_1573_Basketball_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Queen_Marys_School_1573_independence_day_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Queen_Marys_School_1573_Infrastructure_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Queen_Marys_School_1573_Students_6.jpg']","Northend, Plot Number 4-A, Model Town, North West Delhi, 110009","qmsdelhi@yahoo.in,info@qmsmodeltown.com",http://www.qmsmodeltown.com,"011-27676626,011-27676636",Queen Mary's School
Private,CBSE,2005,Co-Education,1.3 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2180/Tulips_International_School_1552_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Tulips_International_School_1552_Biology_Lab_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Tulips_International_School_1552_Annual_Day_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Tulips_International_School_1552_Classroom_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Tulips_International_School_1552_Music_Room_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Tulips_International_School_1552_Play_Area_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Tulips_International_School_1552_Reception_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Tulips_International_School_1552_School_Building_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Tulips_International_School_1552_School_Campus_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Tulips_International_School_1552_Sports_Ground_10.jpg']","611,612 and 613, Delhi Bawana Road, Pooth Khurd, North West Delhi, 110039",info@tulipsschool.com,http://www.tulipsschool.com,"9899033315,9899033325",Tulips International School
Private,NA,NA,Co-Education,NA,Urban,[],[],['Library/Reading Room'],[],['Medical Room'],"['Art and Craft', 'Dance', 'Drama']",[],[],[],[],['https://images.uniapply.com/uploads/college/image/500/2180/Building_UA_210503_160725.jpg'],"Auchandi Border Road, Chatesar, Tatesar, Jaunti, North West Delhi, 110081",9968376001,,,R L M Public School
Private,CBSE,1975,Co-Education,3.43 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Auditorium/Media Room', 'Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2176/Rukmani_Devi_Jaipuria_Public_School_1044_Building_5_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/Rukmani_Devi_Jaipuria_Public_School_1044_Building_1_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/Rukmani_Devi_Jaipuria_Public_School_1044_Building_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/Rukmani_Devi_Jaipuria_Public_School_1044_Dance_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/Rukmani_Devi_Jaipuria_Public_School_1044_Event_4_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/Rukmani_Devi_Jaipuria_Public_School_1044_Event_2_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/Rukmani_Devi_Jaipuria_Public_School_1044_Event_1_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/Rukmani_Devi_Jaipuria_Public_School_1044_Event_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/Rukmani_Devi_Jaipuria_Public_School_1044_Infra_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/Rukmani_Devi_Jaipuria_Public_School_1044_New_Trip_10.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/Rukmani_Devi_Jaipuria_Public_School_1044_rukhmani_devi_science_11.jpg']","23, Rajpur Road, Ludlow Castle, Civil Lines, North Delhi, 110054",rdjps2010@gmail.com,http://rdjps.co.in/#modal-one,"011-23965643,011-23985806",Rukmani Devi Jaipuria Public School
Private,CBSE,2003,Co-Education,2 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Auditorium/Media Room', 'Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Debate', 'Drama', 'Gardening', 'Music', 'Picnics and excursion']","['Gym', 'Indoor Sports', 'Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms', 'Elevators']",[],"['https://images.uniapply.com/uploads/college/image/500/2180/The_Srijan_School_1549_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/The_Srijan_School_1549_Class_Activity_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/The_Srijan_School_1549_Classroom_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/The_Srijan_School_1549_Computer_Lab_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/The_Srijan_School_1549_Event_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/The_Srijan_School_1549_Library_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/The_Srijan_School_1549_Sports_Day_7.jpg']","4B, North Model Town, Model Town, North West Delhi, 110009",info@thesrijanschool.com,https://thesrijanschool.com/,011-27676796,The Srijan School
Private,CBSE,1967,Co-Education,NA,Urban,[],[],"['Library/Reading Room', 'Playground']",[],['Medical Room'],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']",[],['Ramps'],[],"['https://images.uniapply.com/uploads/college/image/500/2186/St_Johns_School_1891_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/St_Johns_School_1891_Assembly_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/St_Johns_School_1891_Chemistry_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/St_Johns_School_1891_Girls_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/St_Johns_School_1891_Science_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/St_Johns_School_1891_Sports_Team_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/St_Johns_School_1891_Students_7.jpg']","E Block, Masjid Moth, Greater Kailash Part 3, Greater Kailash, South East Delhi, 110048",http://stjohnsschooldelhi.com/,011-29228401,,St. John's School
Private,CBSE,1974,Co-Education,4.3 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],['Medical Room'],"['Art and Craft', 'Dance', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2180/Guru_Tegh_Bahadur_Public_School_1448_Building_4_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Guru_Tegh_Bahadur_Public_School_1448_Building_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Guru_Tegh_Bahadur_Public_School_1448_Activity_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Guru_Tegh_Bahadur_Public_School_1448_Art_Exhibition_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Guru_Tegh_Bahadur_Public_School_1448_Cultural_Dance_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Guru_Tegh_Bahadur_Public_School_1448_Campus_2_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Guru_Tegh_Bahadur_Public_School_1448_Campus_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Guru_Tegh_Bahadur_Public_School_1448_Class_Room_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Guru_Tegh_Bahadur_Public_School_1448_Dance_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Guru_Tegh_Bahadur_Public_School_1448_Science_Lab_10.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Guru_Tegh_Bahadur_Public_School_1448_Sports_11.jpg']","Zone C-19, Behind M Block, North Ex, Model Town, North West Delhi, 110009",gtbmodeltown@yahoo.co.in,http://www.gtbpschool.com/,"011-27460656,7428295514",Guru Tegh Bahadur Public School
